Product Name,Price,Discount(%),No. of Sells,No. of Review,Location,Product Link,Product ID,SKU
Custom Experience - Spyxfamily Anya Forger Anime White Poly Cotton T-Shirt - T Shirt - Couture - High-end - Designed - Urban Vibes,199,43,205,40,Dhaka,//www.daraz.com.bd/products/custom-experience-spyxfamily-anya-forger-anime-white-poly-cotton-t-shirt-t-shirt-couture-high-end-designed-urban-vibes-i251346282.html,251346282,251346282_BD-1196990561
New Capul Desing Digital printed T-shirt For Men,96,52,548,29,Dhaka,//www.daraz.com.bd/products/-i362264013.html,362264013,362264013_BD-1787369583
Summer Printed Combo T-Shirt & Pant - Black - T-Shirt - T Shirt For Man - T Shirt For Man - T Shirt For Man,371,38,223,15,Dhaka,//www.daraz.com.bd/products/-i364107149.html,364107149,364107149_BD-1803192940
Floral Alphabet Letters A-Z White Color T-Shirt - T Shirt For Women,140,26,511,28,Dhaka,//www.daraz.com.bd/products/floral-alphabet-letters-a-z-white-color-t-shirt-t-shirt-for-women-i245087435.html,245087435,245087435_BD-1188863381
Poly Cotton Casual T-Shirt For Men - White - Tshirt For Men,135,55,264,23,Dhaka,//www.daraz.com.bd/products/poly-cotton-casual-t-shirt-for-men-white-tshirt-for-men-i115974162.html,115974162,115974162_BD-1034760916
Superlative Refined Taste -Indispensable -Upscale Living -Mash Fabrics T-shirt for summer- Inventive Choice- Unique Inspiration,229,67,247,18,Rajshahi,//www.daraz.com.bd/products/-i323354656.html,323354656,323354656_BD-1543978551
Manfare's Premium Quality Stylish T Shirt I MF-403,427,22,248,69,Dhaka,//www.daraz.com.bd/products/manfare-i-mf-403-i266809027.html,266809027,266809027_BD-1238455527
"casual printed jersy tshirt for men's//black//white//maroon//navy//men's fashion//all is well brand//s,m,l,xl,xxl sizes//",79,60,156,6,Dhaka,//www.daraz.com.bd/products/all-is-well-brand-smlxlxxl-i383989322.html,383989322,383989322_BD-1921526697
Premium Quality - stylish new T Shirt - Casual Exclusive half Sleeve T Shirt For Men - T Shirt,96,49,53,150.5200138026225,Dhaka,//www.daraz.com.bd/products/-i324188526.html,324188526,324188526_BD-1551967803
Multi Color T Shirt For Men - Comfortable,96,52,176,18,Dhaka,//www.daraz.com.bd/products/-i367068677.html,367068677,367068677_BD-1829922350
Full Sleeve Stylish Menz Fashion T-Shirt - T-Shirt - T Shirt For Man - à¦—à§‡à¦žà§à¦œà¦¿ à¦›à§‡à¦²à§‡à¦¦à§‡à¦° - T Shirt,124,44,1,182,Dhaka,//www.daraz.com.bd/products/full-sleeve-stylish-menz-fashion-t-shirt-t-shirt-t-shirt-for-man-t-shirt-i217680314.html,217680314,217680314_BD-1165653044
Best quality cotton half sleeve t-shirt for smart women-,178,64,563,103,Dhaka,//www.daraz.com.bd/products/-i233850237.html,233850237,233850237_BD-1176627944
2 Combo Cotton T-Shirts For Man| Half Sleeve T Shirt For Men | Combo T-Shirt,189,37,203,41,Dhaka,//www.daraz.com.bd/products/2-i267465153.html,267465153,267465153_BD-1239360646
Printed Casual T-Shirt for Men - Ideal for All Seasons,99,48,1,80,Dhaka,//www.daraz.com.bd/products/printed-casual-t-shirt-for-men-ideal-for-all-seasons-i223137314.html,223137314,223137314_BD-1169287959
Fashionable Tops Ladies Short Sleeve Casual Girls Print New T-Shirt For Women,96,45,412,31,Dhaka,//www.daraz.com.bd/products/-i347557016.html,347557016,347557016_BD-1699720699
Long Sleeve T-Shirt And Trouser Set for Men - Enjoy Comfort - Round Neck - Perfect Casual Wear - All Season Elegance,550,48,42,7,Dhaka,//www.daraz.com.bd/products/-i321086835.html,321086835,321086835_BD-1489176963
"AlonE half Sleep T-shirt For Men,stylish premium T-Shirt for Men's",79,60,21,6,Dhaka,//www.daraz.com.bd/products/-i406528057.html,406528057,406528057_BD-2016186750
2 Pis Combo BMW Desing  Casual T-shirt's for men,199,36,98,14,Dhaka,//www.daraz.com.bd/products/2-bmw-i346365424.html,346365424,346365424_BD-1695122594
Premium quality T-shirt for men,259,60,614,66,Rajshahi,//www.daraz.com.bd/products/-i315423805.html,315423805,315423805_BD-2071559798
Beautiful and Peaceful Islam Printed Casual T-Shirt For Man - A Round Neck Casual Wear Reflecting Your Cultural Identity,99,50,5,2,Dhaka,//www.daraz.com.bd/products/-i367065593.html,367065593,367065593_BD-1829752591
Black Cotton Combo T-Shirt & Trouser Pant For Man - Embrace Comfort and Style with This Combo Set Ideal for Any Occasion,356,41,162,6,Dhaka,//www.daraz.com.bd/products/black-cotton-combo-t-shirt-trouser-pant-for-man-embrace-comfort-and-style-with-this-combo-set-ideal-for-any-occasion-i299846438.html,299846438,299846438_BD-1332259361
White Combo  T-Shirt And 2 Quarter Pant For Men..,255,36,84,4,Dhaka,//www.daraz.com.bd/products/2-i344119403.html,344119403,344119403_BD-1678513720
Premium quality T-shirt for men 6,190,71,1,144,Rajshahi,//www.daraz.com.bd/products/6-i321854715.html,321854715,321854715_BD-1499488604
High Quality Customize T-Shirt with Photo Print Any Design Sublimation Print - T-Shirt for Boys - T Shirt T-Shirt - Express,190,53,72,13,Rajshahi,//www.daraz.com.bd/products/high-quality-customize-t-shirt-with-photo-print-any-design-sublimation-print-t-shirt-for-boys-t-shirt-t-shirt-express-i327345453.html,327345453,327345453_BD-1597585462
Premium Quality T-Shirt For Man,96,49,14,2,Dhaka,//www.daraz.com.bd/products/-i228934528.html,228934528,228934528_BD-1172678172
Rider New T shirt -Febric soft and comfortable to wear - T Shirt For Man,99,18,22,150.5200138026225,Dhaka,//www.daraz.com.bd/products/-i328903316.html,328903316,328903316_BD-1604767963
Manfare'S Premium Solid T Shirt - Black - Mf-436,359,35,1,366,Dhaka,//www.daraz.com.bd/products/manfares-mf-436-i179870534.html,179870534,179870534_BD-1121014710
Best Quality Casual T-shirt's for men,85,76,13,1,Dhaka,//www.daraz.com.bd/products/-i344043643.html,344043643,344043643_BD-1678382567
White Printed Exclusive Summer Combo T-Shirt & Pant,313,32,576,66,Dhaka,//www.daraz.com.bd/products/-i344009538.html,344009538,344009538_BD-1678253465
Sky Blue Fashionable Tops Ladies Short Sleeve Casual Girls Print Cotton New T-Shirt For Women,157,61,2,296,Dhaka,//www.daraz.com.bd/products/-i176380972.html,176380972,176380972_BD-1116172564
Rhapsoo's Premium anime T-shirt For Man & Woman,160,36,19,2,Dhaka,//www.daraz.com.bd/products/rhapsoo-i325629744.html,325629744,325629744_BD-1564559145
New Design Fashionable Round Neck T-shirt for Women and girls,96,48,628,40,Dhaka,//www.daraz.com.bd/products/-i347093557.html,347093557,347093557_BD-1697190147
Summer Printed Combo T-Shirt & Pant - Black - T-Shirt - T Shirt For Man - T Shirt For Man - T Shirt For Man,257,53,3,265,Dhaka,//www.daraz.com.bd/products/summer-printed-combo-t-shirt-pant-black-t-shirt-t-shirt-for-man-t-shirt-for-man-t-shirt-for-man-i229707332.html,229707332,229707332_BD-1173277341
New Best Save Palestine Synthetic T-Shirt for Men,83,72,49,2,Dhaka,//www.daraz.com.bd/products/-i337666043.html,337666043,337666043_BD-1648331062
New Design Polycotton kaporer Half Sleeve T Shirt For Men - Tshirt For Men,79,60,27,7,Dhaka,//www.daraz.com.bd/products/-i382994225.html,382994225,382994225_BD-1918802789
Manfare's Premium Cotton Contrast T Shirt For Man I MF-90,427,22,2,334,Dhaka,//www.daraz.com.bd/products/manfare-i-mf-90-i113206704.html,113206704,113206704_BD-1174476881
White Premium Quality Full Sleeve T-Shirt for Men,201,66,392,45,Dhaka,//www.daraz.com.bd/products/-i325173108.html,325173108,325173108_BD-1559468608
Premium Quality - Tokyo Revengers Anime White Poly Cotton T-Shirt - T Shirt - Modern - Choice Expression - Designed - Urban Vibes,199,43,142,25,Dhaka,//www.daraz.com.bd/products/premium-quality-tokyo-revengers-anime-white-poly-cotton-t-shirt-t-shirt-modern-choice-expression-designed-urban-vibes-i266711214.html,266711214,266711214_BD-1238350577
Lenition Square Neck Rib Knit T-Shirt - Square Neck Short Sleeve for Women,131,67,63,13,Dhaka,//www.daraz.com.bd/products/-i338608560.html,338608560,338608560_BD-1656827823
Couple - T Shirt- unique design,599,51.132134973194574,47,5,Rajshahi,//www.daraz.com.bd/products/-i390786966.html,390786966,390786966_BD-1951924322
5 star New Black Design Soft & Comfortable Men's T-shirt - Half Sleeve & Round Neck - Fashionable Choice,115,42,23,1,Dhaka,//www.daraz.com.bd/products/5-i344202832.html,344202832,344202832_BD-1678852228
Light Grey Polyester Short Sleeve T-Shirt for Men - Half Sleeve & Round Neck for Casual Comfort,135,66,309,29,Dhaka,//www.daraz.com.bd/products/light-grey-polyester-short-sleeve-t-shirt-for-men-half-sleeve-round-neck-for-casual-comfort-i136852916.html,136852916,136852916_BD-1059074438
cotton fabric long sleeve Raglan t shirt for men-Raglan tshirt,220,65,12,2,Dhaka,//www.daraz.com.bd/products/-i167808340.html,167808340,167808340_BD-1572677780
Antik Mahmud Classic Tshirt Red and White,562,6,129,23,Dhaka,//www.daraz.com.bd/products/-i323456967.html,323456967,323456967_BD-1541082343
Best Quality Casual T-shirt's for men,77,61,25,2,Dhaka,//www.daraz.com.bd/products/-i310059271.html,310059271,310059271_BD-1386581629
à¦ªà§à¦°à§à¦·à¦¦à§‡à¦° à¦œà¦¨à§à¦¯ à¦•à§à¦¯à¦¾à¦œà§à¦¯à¦¼à¦¾à¦² à¦Ÿà¦¿-à¦¶à¦¾à¦°à§à¦Ÿ - T-Shirt,96,52,213,27,Dhaka,//www.daraz.com.bd/products/-i206613678.html,206613678,206613678_BD-1155900133
Half sleeve Chinese jercy micro fibr DTF printed tshirt for Men,89,56,90,12,Dhaka,//www.daraz.com.bd/products/fibr-dtf-i318636206.html,318636206,318636206_BD-1453972411
SMUG Premium Combo T-shirt and Trouser - Fabric soft and comfortable - Multi,685,47,2,285,Dhaka,//www.daraz.com.bd/products/smug-i303804567.html,303804567,303804567_BD-1646544707
Black Short Sleeve -T-Shirt For Man Summer Collection,150,50,10,1,Dhaka,//www.daraz.com.bd/products/-i328491219.html,328491219,328491219_BD-1602875668
Mash Fabrics Men's T-shirt for Summer - Half Sleeve Round Neck T Shirt For Men - Comfortable to Wear in Summer Season,228,67,481,47,Rajshahi,//www.daraz.com.bd/products/-i323349963.html,323349963,323349963_BD-1543975412
Fashion 2024 New High-Quality Half Sleeve T-Shirt for Men - Stay Ahead in Fashion with This Latest Collection That Defines Comfort,96,3,9,1,Dhaka,//www.daraz.com.bd/products/2024-i340262888.html,340262888,340262888_BD-1666406804
Halfsleeve Chines microfibre jersy printed thin tshirt for women and girls,99,60,1,106,Dhaka,//www.daraz.com.bd/products/-i318670647.html,318670647,318670647_BD-1454294197
Premium Quality - 2023 New Excellent T-shirts Of Good Quality men's half-sleeved T-shirts - Trend and Need full - Iconic Style,88,56,185,25,Dhaka,//www.daraz.com.bd/products/-i384367636.html,384367636,384367636_BD-1922267096
Combo SET - Black T-Shirt And Trouser for Men -special edition,447,53,1,124,Dhaka,//www.daraz.com.bd/products/-i339659840.html,339659840,339659840_BD-1663974024
Olive Cotton and Polyester Short Sleeve T-Shirt for Men - T Shirt - T Shirt For Man Qualityful - Easy To care and Longive,160,20,12,1240,Dhaka,//www.daraz.com.bd/products/olive-cotton-and-polyester-short-sleeve-t-shirt-for-men-t-shirt-t-shirt-for-man-qualityful-easy-to-care-and-longive-i136954564.html,136954564,136954564_BD-1059260216
Fashion Ladies Short Sleeve Casual Girl Print New Jersey Fabric T-Shirt  [ Cat Ball ],199,64,449,48,Dhaka,//www.daraz.com.bd/products/-i343869444.html,343869444,343869444_BD-1677231813
Premium Quality - stylish new T Shirt - Casual Exclusive half Sleeve T Shirt For Men - T Shirt,95,50,74,4,Dhaka,//www.daraz.com.bd/products/-i324194071.html,324194071,324194071_BD-1551964993
2 pse combbo tshirt for men and women,198,51,353,34,Dhaka,//www.daraz.com.bd/products/2-i358635513.html,358635513,358635513_BD-1769107582
Map Out Your Style Journey with Bangladesh Map T-Shirt for Man - Round Neck Casual Wear for Geo-Chic Fashion,287,48,378,58,Dhaka,//www.daraz.com.bd/products/map-out-your-style-journey-with-bangladesh-map-t-shirt-for-man-round-neck-casual-wear-for-geo-chic-fashion-i137010141.html,137010141,137010141_BD-1059320197
SMUG Stylish T-shirt Comfortable - New Contrast Design,250,58,2,365,Dhaka,//www.daraz.com.bd/products/smug-i282833379.html,282833379,282833379_BD-1272650229
Black Cotton Combo T-Shirt & Trouser Pant For Man-Black T-Shirt And Pant For Men - T Shirt,437,27,793,67,Dhaka,//www.daraz.com.bd/products/black-cotton-combo-t-shirt-trouser-pant-for-man-black-t-shirt-and-pant-for-men-t-shirt-i299439208.html,299439208,299439208_BD-1329929894
Export Quality T-Shirt Fabric Soft And Comfortable - T Shirt,300,51.132134973194574,308,30,Dhaka,//www.daraz.com.bd/products/export-quality-t-shirt-fabric-soft-and-comfortable-t-shirt-i291454765.html,291454765,291454765_BD-1296439827
Stylish Long Sleeve T-Shit For Men- - T Shirt For Man - T Shirt,190,68,441,51,Dhaka,//www.daraz.com.bd/products/stylish-long-sleeve-t-shit-for-men-t-shirt-for-man-t-shirt-i191308218.html,191308218,191308218_BD-1138395370
Men's Black & White Comfortable Full Sleeve & Round Neck T-Shirt - Custom Fit,182,82,8,969,Dhaka,//www.daraz.com.bd/products/mens-black-white-comfortable-full-sleeve-round-neck-t-shirt-custom-fit-i158130711.html,158130711,158130711_BD-1089440639
Best Quality Casual à¦—à§‡à¦žà§à¦œà¦¿ à¦›à§‡à¦²à§‡à¦¦à§‡à¦° new tshirt | Half Sleeve genji for man,99,50,29,7,Dhaka,//www.daraz.com.bd/products/-i410079191.html,410079191,410079191_BD-2027453819
Treee New Stylish Casual T-Shirt for men,99,50,55,1,Dhaka,//www.daraz.com.bd/products/treee-i356139532.html,356139532,356139532_BD-1753990529
"Stay Stylish with Fashion Tops - Ladies' Short Sleeve Casual Girls' Print T-Shirt - Very Comfortable and Fashionable, Easy to Clean.",128,49,8,1275,Rangpur,//www.daraz.com.bd/products/stay-stylish-with-fashion-tops-ladies-short-sleeve-casual-girls-print-t-shirt-very-comfortable-and-fashionable-easy-to-clean-i128790738.html,128790738,128790738_BD-1048618057
High Quality Cotton&Polyester T-shirt & 2 Quarter Pants For Man - T-Shirt - T Shirt - T Shirt For Man - T Shirt - à¦—à§‡à¦žà§à¦œà¦¿ à¦›à§‡à¦²à§‡à¦¦à§‡à¦°,356,46,786,72,Dhaka,//www.daraz.com.bd/products/2-i191917457.html,191917457,191917457_BD-1138822432
Premium Quality Half Pant & T-shirt Set,285,59,121.97034171502257,150.5200138026225,Dhaka,//www.daraz.com.bd/products/-i346929347.html,346929347,346929347_BD-1696496939
BTS All Member's Menz & Women's Round Neck Half Sleeve Tshirt - Tshirt,115,59,211,18,Dhaka,//www.daraz.com.bd/products/bts-all-members-menz-womens-round-neck-half-sleeve-tshirt-tshirt-i230559090.html,230559090,230559090_BD-1173971469
Gremlins t shirt women anime streetwear comic t shirt female designer clothes,857,68,16,150.5200138026225,Overseas,//www.daraz.com.bd/products/-i412218904.html,412218904,412218904_BD-2039541083
ZORO T-SHIRT BY BANGA KUN SHOP One Piece Anime T-shirt Roronoa Zoro Black Cotton Premium Anime Cotton Half T-shirt made in Bangladesh,379,16,191,28,Dhaka,//www.daraz.com.bd/products/zoro-t-shirt-by-banga-kun-shop-one-piece-anime-t-shirt-roronoa-zoro-black-cotton-premium-anime-cotton-half-t-shirt-made-in-bangladesh-i295172373.html,295172373,295172373_BD-1475744099
Yellow&White Cotton T-Shirt for Men,157,47,3,299,Dhaka,//www.daraz.com.bd/products/-i171482958.html,171482958,171482958_BD-1107486141
BTS SYNTHETIC Tee Full HD Print Unisex T-Shirt - A Round Neck Casual Wear for Fans - Celebrating Your Love for the Band,159,47,74,5,Dhaka,//www.daraz.com.bd/products/bts-hd-i355990439.html,355990439,355990439_BD-1754345594
(Life Is A Beautiful Ride)Summer Cotton Halfsleeve Tshirt Mb307 - Tshirt For Men  - T Shirt For Man - T Shirt - T Shirt For Man,295,30,362,86,Dhaka,//www.daraz.com.bd/products/life-is-a-beautiful-ridesummer-cotton-halfsleeve-tshirt-mb307-tshirt-for-men-t-shirt-for-man-t-shirt-t-shirt-for-man-i225583668.html,225583668,225583668_BD-1170650688
Half sleeve Chines microfibre jercy thin printed tshirt for women and girls,99,60,714,61,Dhaka,//www.daraz.com.bd/products/-i328782208.html,328782208,328782208_BD-1603949606
Premium Quality - stylish new T Shirt - Casual Exclusive half Sleeve T Shirt For Men - T Shirt,99,48,35,1,Dhaka,//www.daraz.com.bd/products/-i324185865.html,324185865,324185865_BD-1551971277
Best Quality Casual T-shirt's for men,89,11,17,2,Dhaka,//www.daraz.com.bd/products/-i326045902.html,326045902,326045902_BD-1570412256
Chinese Design Short Hata Gol Gola Excellent Tshirt For Men,115,56,11,150.5200138026225,Dhaka,//www.daraz.com.bd/products/-i297615598.html,297615598,297615598_BD-1318697797
Casual Style with Black Full Sleeve Cotton T-Shirt for Men - Classic Round Neck Design for Comfort and Fashion,191,63,177,16,Dhaka,//www.daraz.com.bd/products/casual-style-with-black-full-sleeve-cotton-t-shirt-for-men-classic-round-neck-design-for-comfort-and-fashion-i275154045.html,275154045,275154045_BD-1252601938
Whimsical Understated -Craftsmanship and Trendy -Stream Rap T Shirt For Man Ii Printed Casual T Shirt,96,52,11,2,Dhaka,//www.daraz.com.bd/products/whimsical-ii-i367083003.html,367083003,367083003_BD-1829890670
Men's Slim Fit Solid Color T-Shirt  - T Shirt - T Shirt For Man,99,78,675,120,Dhaka,//www.daraz.com.bd/products/-i125895884.html,125895884,125895884_BD-1046021720
Best Quality White & Black T-shirt Casual T-Shirt for Men - Showcase Unique Style in Your Casual and Stylish Fashion,370,51.132134973194574,9,150.5200138026225,Dhaka,//www.daraz.com.bd/products/-i363592742.html,363592742,363592742_BD-1796602040
tylish Quality Cotton Full Sleeve T-Shirt For Men - A Wardrobe Staple Suitable for All Seasons - Perfect Casual Wear for Quality and Style Every Day,195,61,3,253,Dhaka,//www.daraz.com.bd/products/tylish-quality-cotton-full-sleeve-t-shirt-for-men-a-wardrobe-staple-suitable-for-all-seasons-perfect-casual-wear-for-quality-and-style-every-day-i191322551.html,191322551,191322551_BD-1138406179
Stylish Ladies cotton half sleeve t shirt for women Fashion-Coffe,180,64,2,329,Dhaka,//www.daraz.com.bd/products/-i235289088.html,235289088,235289088_BD-1178516247
Black Cotton Combo T-Shirt & trouser Pant For Man-Black T-shirt and Pant for men,396,34,458,84,Dhaka,//www.daraz.com.bd/products/black-cotton-combo-t-shirt-trouser-pant-for-man-black-t-shirt-and-pant-for-men-i299427784.html,299427784,299427784_BD-1329899817
BLACK COLOUR LONG SLEEVE CASUAL T-SHART FOR MEN .,170,39,1,149,Dhaka,//www.daraz.com.bd/products/t-shart-i299565654.html,299565654,299565654_BD-1330557225
